frame,back_tilt,left_elbow,right_elbow
0,88.34024822548845,144.17232280491783,140.36333662275482
1,88.7238478648364,145.14529030253482,143.51347840066956
2,88.93444198682282,147.75947935077843,148.87153957146992
3,88.88658684932003,150.8503348216494,152.50590184188562
4,88.98154760490823,154.05201725187942,155.78050235599514
5,88.47752610763476,155.43370915824266,158.51743131731382
6,88.23820084387168,157.25986649920156,158.18004530533634
7,87.6330006492776,157.69679101440227,157.96064924805117
8,86.64644185703305,158.9703634934424,157.92527032776005
9,85.65223384563168,159.8464090183577,157.22593435981042
10,84.57299183498155,161.0986532468347,159.86415418003946
11,83.80364289882334,160.78415774154328,159.71995730065547
12,82.60686059629077,161.0174980863653,159.60019232381666
13,82.34075210294561,162.28328829459966,158.34497883431766
14,82.07304088400417,163.7975159718747,159.4829589346807
15,82.29104314595537,163.88240810673418,158.8051851345254
16,82.4125629216331,165.6870423642775,159.67961254498445
17,82.99457891973847,165.3458462193989,158.1429736523463
18,83.29503335753849,165.14103060910384,157.9763071403713
19,84.94208516055073,165.18948046576995,159.36049938230116
20,87.29735421905075,162.51836163631583,160.6598207326562
21,89.1463413006739,160.66687251143702,160.67427199360299
22,90.70389613507119,157.53494833506545,159.15960863557092
23,90.94786373321398,156.05755480146092,157.069501237377
24,90.58919807426962,154.97294116203057,156.4609586075076
25,90.34377110671393,153.2318669150182,155.0243382773774
26,89.98594626406246,151.7852480241536,154.25426784010625
27,89.75696897185192,150.69197334488675,151.21961128117076
28,89.62771377625866,149.11683587532295,148.73910041118475
29,89.66208335559814,148.5150333024086,144.33889846226128
30,89.85752633541195,146.29869311052195,139.99884250292953
31,89.8069712868288,141.99590084301107,132.4648594509866
32,89.80063921123991,137.85712988563571,125.44244990995196
33,89.61644649987944,132.9452016095046,121.26117621914686
34,89.50917942148506,128.92191320693505,116.45885300400433
35,89.27471596488051,122.80588364607195,108.13397768923276
36,89.26696538234212,119.30816796433811,102.53998710695953
37,89.3180437974887,113.22191429456997,96.31081708970163
38,89.44562768457989,107.23432924383015,98.72237844726821
39,89.40990810818718,113.59362684853451,99.74252865298169
40,89.31439753931942,102.8248544674686,92.8102395760682
41,89.05571574659793,74.99720645398804,83.58962498247458
42,88.78585189977774,79.32006155799561,77.2433528359473
43,88.97794446630753,54.391854499712394,70.63210579878819
44,89.17027655505628,54.914702142623646,61.98485803573474
45,89.40750885949998,49.80035350269362,61.584878043596056
46,89.66621041083916,52.27271771188363,63.61209017205071
47,89.46582150245456,50.39428192010093,53.913827710413464
48,89.41877437845933,45.883143969921946,51.09012918718663
49,89.5023786384652,44.72171653478279,50.317550945678356
50,89.43721040862593,42.82368838311411,48.87258950580428
51,89.12553139665067,39.898153603088254,50.05368674844443
52,88.79906554019604,37.51546403170849,50.05162545145454
53,88.80273088382962,35.086344400065784,47.54098065422948
54,89.35009467406765,33.05754970372205,44.36899380611853
55,89.34829349641944,26.001203755373187,40.16174102679724
56,89.00516267202725,95.12900351304721,37.71583619419911
57,88.7814886658469,102.90015120303309,3.4693264464142617
58,88.3048842696718,97.58302802887036,26.134749209014352
59,88.05862578397833,87.2712780317093,20.954531596603196
60,88.14949848176082,22.101747072381595,37.27578111582257
61,88.29884452804217,30.538671636878565,39.332892549984685
62,88.62645456764885,34.65421051897027,44.44000417369291
63,89.19855018515072,37.4591622799066,40.85288408779527
64,89.30960484874682,36.974631409553346,40.763424938085784
65,89.35267441855717,37.08553697802024,41.59831460945223
66,89.73756902163717,33.088291274979795,40.62181217575909
67,89.79984693836359,120.16467190526866,38.89518804943681
68,89.80321701850417,122.17199675005877,38.877573554388434
69,89.85591311030156,12.375988236229741,41.39682554736058
70,89.86621384256443,30.752787249485888,47.17147728377555
71,90.24435563693581,40.36711519649469,51.88509543124545
72,90.52566031996217,48.70467550124779,56.48564598066833
73,90.64448048895407,55.029257632752056,59.4478882414458
74,90.51323207995813,55.93246801751173,57.50542112493267
75,90.49569199563071,58.85297384114083,65.31601119760421
76,90.5332087608441,69.90805447288044,71.12640022614083
77,90.44836860439386,72.93802861926649,78.95475033503722
78,90.61871029327219,30.313182849301562,86.46707836057801
79,90.44741834173269,12.282711846179271,92.42234942442585
80,90.2440514078869,118.5460485911844,95.45882670816543
81,90.02375658786937,124.71627729901626,98.60911984675384
82,89.94682599104134,123.86416976255855,103.23225915188489
83,89.81902998762014,119.72081443623858,107.88969951388763
84,89.52562804759646,124.02020277202162,110.19854309279195
85,89.0717071771553,128.15263311837555,117.29542289374298
86,88.405860370267,131.58590733532253,123.39577023277647
87,87.97497026207513,134.119813220856,125.7634860310701
88,87.75355679652463,138.42692296357166,130.59502738724714
89,87.72504579858247,141.07428205030774,133.00450684431195
90,87.63294299327049,142.65121132811524,135.4267797722395
91,87.59341430672397,144.10890034918435,138.26404410401764
92,87.6327030370685,145.54136051719215,141.53091504822675
93,87.7208603842542,147.77182874524328,144.7869950150981
94,87.5602966557078,149.67711099263562,146.2159354398078
95,87.17178712739396,150.85853297828828,148.44438826986718
96,86.98598489103566,151.62412693391528,151.04938283308903
97,86.9463627926114,152.28092242202183,153.2145229738205
98,87.1247713130361,154.7506859913098,153.52023695679918
99,87.24289557606089,156.75197153211323,154.54465199269777
100,87.39805382443332,157.31560619876765,155.05417053239728
101,87.50073698278878,157.99480682912272,155.24577945559886
102,87.69408719718037,158.22475458968398,155.11990912456528
103,87.90512618947237,158.99606467380931,154.90899360330053
104,88.23489443527504,159.3289933724735,155.34237592151152
105,88.55751369293799,159.63214503796635,155.62635935770905
106,88.7638798720803,159.5526425877061,156.0083409519737
107,88.86598839793255,159.12209246957758,156.08495655100822
108,88.87024298081467,158.2534712397558,155.92106190320774
109,89.03644444440107,157.06231231120293,155.65288913611667
110,89.10701185457363,155.26328052452027,155.305589521633
111,89.2096505780393,153.83537496016112,154.23478785865714
112,89.21077859469125,152.8242557924576,152.34609844670086
113,89.20714990661399,151.33522574210622,149.87536694777972
114,89.31381043486098,149.44429535394437,147.06394468696166
115,89.32518799614422,147.16110304910282,144.23398147776086
116,89.15631617680012,145.08114382387336,140.4504644968427
117,89.0845660631968,142.39101586914146,133.59629531683012
118,89.14202849991891,138.48639386254823,127.55490449796412
119,89.17434208403333,134.0772391074859,122.08404406258116
120,89.03370846695093,128.80528293180188,118.32053460526326
121,89.00436027136301,125.1147222793183,109.24612552992758
122,88.83054922261333,119.75184106749454,102.9875599949279
123,88.86357241045316,113.18765776521985,102.30052287407652
124,88.89714230786967,103.54719825626401,100.92089585009334
125,88.96361125429759,99.01018381068052,110.38664770659427
126,89.03595110267571,102.91415634502299,105.34272346790456
127,88.74602717472499,74.05314867567955,84.98164166463947
128,88.72231734607364,49.19874576158809,78.16022664740444
129,88.70639747604876,60.31844495284586,68.28354601966306
130,88.66412115077732,58.045044467655664,63.15227050347699
131,88.79459394437399,46.20182090710968,60.516822922566604
132,88.70648392024948,40.0100880546745,55.509795112307856
133,88.94658487233198,45.26336784910198,49.25096189830627
134,88.88444359020545,44.606938964083746,49.25145563750762
135,88.95698295386016,27.12512843806185,47.83208778005145
136,89.02511908043869,32.83626293171856,42.24040407981801
137,89.13318414278712,37.63985778043733,42.59823315592643
138,89.36316532757891,39.448127748620294,41.85557815142539
139,89.47342222735875,41.60904281603953,39.24534732038638
140,89.62248936714802,42.40467508451718,39.67715704909609
141,89.6591422201468,42.21851359150967,39.10090799574463
142,89.7746939234712,42.067804192680825,39.74158060275402
143,89.891307142319,42.16470663504515,14.246043754943654
144,89.9111887984404,42.6604260510971,65.77211825951974
145,89.86524947535199,42.66575691340892,19.880008889999782
146,89.82815730287548,42.48712995611319,30.97174080202953
