frame,back_tilt,left_elbow,right_elbow
0,1.4302586310841099,178.2523139082917,177.13550675399674
1,1.4027338183513278,178.42492472575339,177.2118679680825
2,1.4208308969685384,178.42201999484317,177.1138838667076
3,1.5177001326284074,178.54777941500905,177.21494490546328
4,1.9030142258819298,178.46850359065223,177.18315616038186
5,1.8882899786712068,178.7114134590714,175.949723389379
6,2.260156425511703,178.44482212713552,175.5950347285342
7,2.107379636520021,177.78019431140936,176.27896860707494
8,1.7728823993458518,177.19777047746513,176.67973128800892
9,1.4510854297967226,176.78119398346624,176.12177926176014
10,1.6665571992236583,176.77944492098032,176.76470930623708
11,1.6880745753949145,177.0704912009763,176.88294744969215
12,1.7203980206195684,176.88145481143263,177.65533089879253
13,1.7192220525209216,176.67687207007396,177.0998833120829
14,1.7640948383706605,177.00275690852675,177.44738133787655
15,2.2747455846690645,178.12799486451038,177.7634573929266
16,1.8142790077072908,179.1398075520078,176.24374979583317
17,1.8825424030563098,177.7529330731571,175.7925183568688
18,1.0598853259797785,176.18986257214792,176.98310067555371
19,1.6442811925055552,177.0798840191893,178.43517725100926
20,1.3638143528868085,176.92720775010088,178.77261272065965
21,1.7199559650504694,176.89327000823647,179.14179376421697
22,1.80629331217514,177.16862037112958,177.63871451780926
23,1.58359640074584,178.8684724730809,177.97716863285126
24,1.8402368084729965,179.92028815792747,177.58149982596325
25,1.9503570445732885,179.55272587578054,177.40060863774605
26,2.01740379262352,179.59547141460342,177.08835649285015
27,2.098785356890551,179.43241668397468,176.7680145288534
28,2.1645898173529994,179.66204408473988,176.29374005452183
29,2.194138026433633,179.75660751167354,175.9157814367063
30,2.275731688460679,179.99937819541668,175.64203420077075
31,2.38880516046941,179.80280403183414,176.454082623988
32,2.423616027565642,179.73035918321534,176.86912576955473
33,2.357594878078658,179.658661363932,177.2484977163597
34,2.0700061624031227,179.94428403352165,177.16482178092136
35,1.647655546446062,179.99404471473252,176.20991601003658
36,1.19218118124941,179.63595525454846,174.99975838775657
37,1.1240710947521335,179.2553608198178,174.40493020572688
38,1.086209892587034,178.69278703626307,174.8323157531621
39,1.0085700122000605,175.5204591219299,173.65611228193828
40,0.9020323833724662,175.03902388450382,172.81210992414478
41,0.7381502470959556,173.75967203908593,170.40571354884918
42,0.5643006874984604,174.3437473827634,168.98913141570463
43,0.5201564017890088,175.1728119446264,171.34801569551934
44,0.5045582398925125,176.22127087235071,173.36143192871964
45,0.6577134798827604,174.2173595234417,173.2204755652676
46,0.7767028742481861,173.880787831908,173.19420522598014
47,0.9099069503609375,177.3360515644678,176.63588994642944
48,0.879559278677691,178.27020683136448,178.8213257716648
49,0.858404369041535,179.77475463175557,175.21137446695425
50,1.1126115673867554,177.90058730938185,174.0377193908694
51,1.2611827333128918,176.67780094978744,166.33964769110756
52,1.3853812045215335,174.72892955915748,170.54880202368355
53,1.3918574421241259,177.8252498124019,174.70900669111347
54,1.3880750581022336,178.47287204763242,176.27563451308905
55,1.255889369260115,179.1899206776463,179.55001649631734
56,1.2685255744527646,172.41733655861148,179.73601696678674
57,1.3205283763021984,172.72770565230834,179.57547546102901
58,1.3365046864780383,169.705705365401,177.65209031544572
59,1.3172960130167344,172.2912697795255,175.46719205351837
60,1.3110303913844312,169.71268525930844,178.13036522136142
61,1.2427990256510721,164.84725184579412,179.04058195453118
62,1.1615181291790004,162.58682307881725,178.7007210647363
63,1.1224736935658557,163.05441826973012,178.00996833103963
64,1.1500090398629035,164.89198675974387,179.33912907960138
65,1.1824359893853644,167.36839643367003,179.01403850819852
66,1.2051700679619535,168.29270202903518,178.21188012640636
67,1.2095487552088917,166.57027837414304,178.27888447361272
68,1.185098133193251,168.6712664330866,179.13707581870716
69,1.166531661976487,167.0867533154183,179.73130650863104
70,1.1472956339761222,166.85651949156647,178.9351718609348
71,1.1575467266984802,166.70697149055357,177.92354698485696
72,1.1780816159672114,163.05525788714905,179.9922559797141
73,1.068115895472153,165.91071796474856,177.1643984028226
74,1.0691068719516439,170.00305103015626,179.90930646082555
75,1.0850563486640454,175.03361588740526,178.08936209913279
76,1.1281732513650058,175.1893082903322,179.7331152966375
77,1.1711383162103364,171.76520510725524,178.65248713154082
78,1.257339302915879,171.90606672235077,178.0770170901935
79,1.2832836202633733,174.80675690976722,176.24166111840736
80,1.3897612892734406,178.9608328661753,174.60612183547798
81,1.4584088324379985,178.11694603718155,176.3341198498978
82,1.4278632329771972,176.95514665584588,178.11405847356414
83,1.4332509411658145,177.5852451034108,174.6100876564614
84,1.43268725712404,176.02005164957657,174.5972472129493
85,1.4863240096442658,174.4531651465624,173.18278173814073
86,1.432928303166866,174.40999089351726,176.24972719868583
87,1.2990522576909156,174.99259337398595,176.22199263674116
88,1.1656726920374156,175.7057258496113,174.77745077380584
89,1.0811247121277603,177.08538743024914,175.04136320591184
90,0.9552379025739044,176.85899933619802,173.44063225096633
91,0.8987787282678691,175.7460369559171,173.3391245675535
92,0.9108608342136288,176.72361837504016,173.13492503352006
93,0.943307243128479,179.11639043949728,173.87891989578804
94,1.0215357010870767,179.01806535313668,175.30008480747892
95,1.3886694957957824,178.8455527082245,176.103179034207
96,1.725601802348602,177.51682510699186,176.64072878636716
97,1.8228986489170915,177.877056015687,176.02098318877586
98,1.8847601134855279,177.45019650432448,176.84392656279124
99,1.9394134701643677,177.92379878066012,177.04175710985515
100,2.03771088715185,178.1614711744844,177.53412835115725
101,2.11757590883258,177.8445845435058,177.1830779519383
102,2.2453736004819773,177.79051643212603,176.15457379726206
103,2.3117328633575345,178.18073918465183,175.95931603208575
104,2.320501582023052,178.39392986082328,176.00732176904523
105,2.3227051071180895,178.05425264922215,176.0517254439708
106,2.342216172632299,178.02935723324458,176.08713728095086
107,2.356521550823854,178.06917361327785,175.92780331065705
108,2.352228487433551,178.07062581032415,176.06434881507488
109,2.3698025382664336,178.1465075970963,175.48564739419905
110,2.377153916662763,178.28187904776996,175.6807753410194
111,2.368853752173295,178.4958704202615,175.92061133793445
112,2.3615703347750263,178.69308130469815,176.28696653013586
113,2.3650937046216205,178.8747092358048,176.18784521800427
114,2.3856104318835314,178.93433760576312,175.88363700313215
115,2.4287085380020605,178.9900539705684,175.3935317945917
116,2.4912429722195486,179.0410707618649,175.36698954121277
117,2.4896034740094,179.3205560268376,175.20437298011717
118,2.5074335394221383,179.3590369326666,175.35002848014267
119,2.4933275881379733,178.98547872128677,174.38290547914264
120,2.4606831459978915,178.7810225666537,175.63392698173837
121,2.2880150372974484,178.49539503767554,175.43550007098077
122,1.9300762949448669,178.93582108692925,175.0963043545444
